,ITC.NS,HINDUNILVR.NS,NESTLEIND.NS,BRITANNIA.NS,TATACONSUM.NS,VBL.NS,GODREJCP.NS,DABUR.NS,MARICO.NS,MCDOWELL-N.NS
2019-08-19,251.5500030517578,1820.9000244140625,12066.599609375,2478.39990234375,268.20001220703125,145.42222595214844,626.0999755859375,432.1000061035156,396.04998779296875,585.7000122070312
2019-08-20,246.5,1843.4000244140625,11969.7998046875,2393.5,265.8999938964844,143.37777709960938,629.4500122070312,431.75,395.3500061035156,578.0499877929688
2019-08-21,241.4499969482422,1850.0,12594.099609375,2384.5,261.45001220703125,142.5111083984375,613.4000244140625,427.04998779296875,393.6000061035156,578.8499755859375
2019-08-22,240.0500030517578,1872.0999755859375,12470.0,2440.75,258.70001220703125,142.46665954589844,607.7999877929688,427.5,391.6000061035156,564.4000244140625
2019-08-23,236.10000610351562,1860.0,12438.650390625,2466.64990234375,265.95001220703125,142.3222198486328,600.4000244140625,424.3999938964844,380.04998779296875,582.5
2019-08-26,242.5,1876.550048828125,12391.349609375,2533.85009765625,269.04998779296875,143.522216796875,607.7000122070312,435.8500061035156,376.95001220703125,590.5
2019-08-27,245.5,1861.4000244140625,12472.349609375,2685.89990234375,266.3999938964844,142.1999969482422,603.5999755859375,440.1499938964844,385.8999938964844,599.5499877929688
2019-08-28,245.9499969482422,1828.0999755859375,12517.400390625,2703.10009765625,280.04998779296875,142.35556030273438,600.2000122070312,434.79998779296875,390.95001220703125,599.7999877929688
2019-08-29,241.1999969482422,1832.949951171875,12716.849609375,2676.85009765625,274.54998779296875,144.46665954589844,600.4000244140625,442.8500061035156,388.79998779296875,613.5499877929688
2019-08-30,245.64999389648438,1881.9000244140625,12875.2001953125,2701.64990234375,278.5,143.61111450195312,608.9500122070312,448.79998779296875,391.1000061035156,628.25
2019-09-03,241.5500030517578,1841.8499755859375,12690.9501953125,2707.85009765625,271.20001220703125,139.95555114746094,599.75,443.04998779296875,385.8999938964844,621.2999877929688
2019-09-04,243.25,1846.5999755859375,12480.75,2635.449951171875,267.0,140.8000030517578,582.9000244140625,442.20001220703125,384.1499938964844,612.8499755859375
2019-09-05,244.25,1829.75,12612.150390625,2678.64990234375,264.45001220703125,139.41111755371094,597.2000122070312,438.95001220703125,384.8999938964844,606.5
