,INFY.NS,TCS.NS,WIPRO.NS,TECHM.NS,HCLTECH.NS,LTIM.NS,PERSISTENT.NS,COFORGE.NS,MPHASIS.NS,LT.NS
2019-07-23,790.0499877929688,2112.449951171875,264.5,671.2000122070312,505.4750061035156,1470.949951171875,578.0499877929688,1353.3499755859375,915.75,1409.5
2019-07-24,786.2999877929688,2096.800048828125,264.20001220703125,660.4500122070312,510.6499938964844,1537.199951171875,561.5999755859375,1341.800048828125,914.0,1387.3499755859375
2019-07-25,794.5,2127.89990234375,262.25,652.5,505.6499938964844,1526.949951171875,562.0,1333.699951171875,921.6500244140625,1372.4000244140625
2019-07-26,787.0,2109.050048828125,263.6000061035156,643.5,500.7250061035156,1497.5,564.2999877929688,1273.8499755859375,929.7000122070312,1392.1500244140625
2019-07-29,791.4500122070312,2130.0,262.3999938964844,646.2999877929688,507.7250061035156,1524.5999755859375,534.9500122070312,1206.199951171875,954.3499755859375,1371.5
2019-07-30,792.7000122070312,2179.14990234375,262.29998779296875,640.25,511.79998779296875,1511.1500244140625,503.70001220703125,1202.550048828125,958.6500244140625,1376.3499755859375
2019-07-31,793.6500244140625,2205.699951171875,265.29998779296875,636.25,517.2750244140625,1513.5999755859375,520.5499877929688,1203.550048828125,938.9000244140625,1387.300048828125
2019-08-01,768.8499755859375,2180.050048828125,270.3999938964844,625.6500244140625,510.7749938964844,1507.1500244140625,517.9500122070312,1202.699951171875,911.6500244140625,1358.050048828125
2019-08-02,775.5999755859375,2205.300048828125,263.6499938964844,636.1500244140625,505.25,1514.949951171875,529.4000244140625,1198.699951171875,927.1500244140625,1370.25
2019-08-05,776.7000122070312,2248.60009765625,262.0,648.0499877929688,505.54998779296875,1539.550048828125,514.5499877929688,1205.3499755859375,944.5499877929688,1345.800048828125
2019-08-06,774.4500122070312,2214.89990234375,258.8999938964844,670.5999755859375,512.0999755859375,1579.199951171875,531.25,1220.75,963.7000122070312,1377.5
2019-08-07,776.0999755859375,2213.449951171875,262.54998779296875,674.4500122070312,511.32501220703125,1600.3499755859375,528.0499877929688,1238.699951171875,965.2000122070312,1360.050048828125
2019-08-08,788.75,2258.10009765625,265.75,680.2000122070312,544.125,1623.300048828125,536.2999877929688,1276.449951171875,961.8499755859375,1360.6500244140625
2019-08-09,789.8499755859375,2246.25,263.5,663.3499755859375,543.1500244140625,1635.550048828125,538.0499877929688,1300.0999755859375,960.2000122070312,1364.5999755859375
2019-08-13,764.75,2199.449951171875,258.5,639.1500244140625,536.25,1583.6500244140625,531.7000122070312,1312.949951171875,962.0,1313.25
2019-08-14,774.7999877929688,2204.39990234375,251.0500030517578,659.0999755859375,538.0750122070312,1626.3499755859375,518.7000122070312,1316.8499755859375,967.0999755859375,1333.699951171875
2019-08-16,774.5499877929688,2165.10009765625,249.1999969482422,659.0,531.375,1580.8499755859375,510.95001220703125,1289.300048828125,977.25,1335.25
2019-08-19,777.6500244140625,2163.0,252.10000610351562,670.3499755859375,532.0250244140625,1593.550048828125,531.7000122070312,1325.3499755859375,968.5999755859375,1352.199951171875
2019-08-20,792.75,2186.75,253.3000030517578,668.9000244140625,542.0,1614.800048828125,554.7000122070312,1375.050048828125,975.1500244140625,1342.5
2019-08-21,799.4500122070312,2186.199951171875,252.39999389648438,672.7999877929688,535.0750122070312,1598.949951171875,543.4000244140625,1365.449951171875,972.0999755859375,1310.6500244140625
2019-08-22,795.7000122070312,2216.0,252.0500030517578,682.75,539.4500122070312,1597.9000244140625,571.2999877929688,1360.699951171875,964.8499755859375,1294.25
2019-08-23,802.2000122070312,2247.699951171875,251.39999389648438,683.8499755859375,543.5,1600.300048828125,541.0999755859375,1376.449951171875,982.75,1286.5
2019-08-26,802.5499877929688,2276.300048828125,249.10000610351562,691.1500244140625,546.4249877929688,1610.800048828125,530.2999877929688,1396.9000244140625,985.25,1333.6500244140625
2019-08-27,784.6500244140625,2236.5,250.10000610351562,676.3499755859375,546.5499877929688,1643.550048828125,532.7000122070312,1441.699951171875,966.75,1356.949951171875
2019-08-28,802.5,2239.25,249.25,690.2000122070312,561.9749755859375,1639.8499755859375,539.75,1523.4000244140625,977.75,1344.6500244140625
2019-08-29,806.9500122070312,2233.449951171875,248.8000030517578,691.1500244140625,558.875,1631.5,534.2999877929688,1519.199951171875,968.0,1342.449951171875
2019-08-30,814.9000244140625,2259.60009765625,254.39999389648438,693.6500244140625,550.1749877929688,1626.449951171875,542.0499877929688,1495.550048828125,975.7999877929688,1328.25
2019-09-03,814.25,2251.60009765625,253.64999389648438,704.5,554.1749877929688,1609.1500244140625,553.9500122070312,1467.0,978.25,1294.4000244140625
2019-09-04,821.2999877929688,2245.39990234375,256.04998779296875,703.25,562.8250122070312,1647.050048828125,560.5,1462.3499755859375,972.7999877929688,1308.050048828125
2019-09-05,834.0499877929688,2215.300048828125,255.60000610351562,695.4500122070312,555.9749755859375,1665.550048828125,562.5,1459.949951171875,968.1500244140625,1320.300048828125
2019-09-06,840.1500244140625,2197.5,252.0,721.75,550.2000122070312,1693.8499755859375,569.75,1448.449951171875,970.7999877929688,1328.6500244140625
2019-09-09,829.0999755859375,2182.85009765625,255.60000610351562,712.9000244140625,542.2000122070312,1675.5999755859375,561.0999755859375,1445.25,997.9000244140625,1357.0
2019-09-11,820.0999755859375,2154.0,248.14999389648438,703.7000122070312,528.8499755859375,1638.4000244140625,564.1500244140625,1419.199951171875,990.2000122070312,1363.6500244140625
2019-09-12,816.4000244140625,2133.60009765625,244.5500030517578,705.5499877929688,527.4500122070312,1606.800048828125,569.0999755859375,1410.449951171875,986.9500122070312,1362.4000244140625
2019-09-13,829.2999877929688,2141.949951171875,245.35000610351562,709.5,534.25,1606.8499755859375,572.9500122070312,1411.199951171875,990.0999755859375,1363.449951171875
2019-09-16,827.7000122070312,2150.0,247.10000610351562,719.4500122070312,534.9500122070312,1602.4000244140625,582.0499877929688,1382.0,990.4000244140625,1343.5999755859375
2019-09-17,831.25,2122.64990234375,244.14999389648438,705.9500122070312,527.9249877929688,1626.800048828125,574.9000244140625,1371.0,980.9000244140625,1313.699951171875
2019-09-18,829.8499755859375,2138.550048828125,244.3000030517578,716.75,529.2249755859375,1585.699951171875,588.3499755859375,1362.1500244140625,983.8499755859375,1318.0
2019-09-19,820.7000122070312,2101.949951171875,241.5,703.3499755859375,524.7750244140625,1557.0999755859375,594.6500244140625,1369.449951171875,967.5499877929688,1300.699951171875
2019-09-20,805.0,2065.449951171875,245.9499969482422,700.8499755859375,524.5499877929688,1525.3499755859375,599.0499877929688,1401.75,972.5499877929688,1411.5
2019-09-23,764.3499755859375,2015.800048828125,239.35000610351562,682.7999877929688,516.4500122070312,1470.0999755859375,619.4000244140625,1410.25,958.0,1528.5
2019-09-24,794.0499877929688,2044.699951171875,240.6999969482422,703.8499755859375,523.7000122070312,1477.0999755859375,600.8499755859375,1429.0,966.0999755859375,1481.300048828125
2019-09-25,792.6500244140625,2088.449951171875,238.8000030517578,705.9000244140625,526.9249877929688,1494.1500244140625,570.0999755859375,1406.199951171875,959.2000122070312,1450.0999755859375
2019-09-26,782.5499877929688,2087.60009765625,237.10000610351562,713.7000122070312,522.5750122070312,1508.25,568.2999877929688,1389.4000244140625,946.5499877929688,1489.8499755859375
2019-09-27,782.2000122070312,2056.14990234375,236.60000610351562,704.2999877929688,520.5250244140625,1520.5,572.7000122070312,1394.050048828125,938.4000244140625,1472.6500244140625
2019-09-30,805.6500244140625,2099.300048828125,239.8000030517578,714.5,540.2999877929688,1511.25,569.9500122070312,1394.9000244140625,957.0,1474.25
2019-10-01,793.5499877929688,2059.949951171875,233.5,704.9500122070312,529.7750244140625,1505.550048828125,561.0,1349.6500244140625,937.4500122070312,1464.050048828125
2019-10-03,785.5999755859375,2060.25,235.85000610351562,702.5,538.4000244140625,1505.050048828125,557.5499877929688,1368.0,937.75,1458.050048828125
2019-10-04,793.4500122070312,2079.35009765625,237.6999969482422,708.1500244140625,539.5499877929688,1507.949951171875,557.3499755859375,1380.0,938.7000122070312,1424.9000244140625
2019-10-07,789.5499877929688,2047.699951171875,237.0500030517578,704.7999877929688,537.2000122070312,1479.949951171875,575.8499755859375,1384.5999755859375,953.4500122070312,1397.8499755859375
2019-10-09,783.6500244140625,2020.0999755859375,237.75,711.0499877929688,525.5499877929688,1500.0999755859375,574.4500122070312,1373.3499755859375,929.4000244140625,1426.25
2019-10-10,783.0499877929688,2004.449951171875,239.1999969482422,711.2999877929688,531.75,1473.8499755859375,567.3499755859375,1361.0999755859375,909.2000122070312,1425.0999755859375
2019-10-11,814.7999877929688,1986.8499755859375,239.4499969482422,721.4500122070312,539.75,1476.4000244140625,575.7999877929688,1412.0999755859375,884.0999755859375,1427.699951171875
2019-10-14,786.0999755859375,2021.0,243.4499969482422,720.75,543.4000244140625,1482.0,584.3499755859375,1396.5,904.6500244140625,1423.949951171875
2019-10-15,768.2999877929688,2037.300048828125,243.64999389648438,720.5,542.25,1491.6500244140625,588.2999877929688,1424.699951171875,921.5,1432.25
2019-10-16,771.4500122070312,2046.4000244140625,248.89999389648438,727.7000122070312,550.4500122070312,1528.199951171875,600.2000122070312,1409.5,921.75,1424.199951171875
2019-10-17,769.5,2030.949951171875,247.85000610351562,724.3499755859375,546.5250244140625,1499.1500244140625,606.75,1406.699951171875,923.6500244140625,1424.3499755859375
2019-10-18,767.8499755859375,2057.35009765625,248.89999389648438,734.2000122070312,547.75,1610.5999755859375,622.5499877929688,1436.550048828125,935.8499755859375,1447.800048828125
2019-10-22,643.5499877929688,2051.39990234375,253.5500030517578,717.6500244140625,532.2249755859375,1610.75,618.75,1452.199951171875,915.1500244140625,1442.550048828125
2019-10-23,650.5999755859375,2070.10009765625,254.35000610351562,726.5999755859375,547.5750122070312,1645.3499755859375,602.5999755859375,1468.6500244140625,927.2999877929688,1431.800048828125
2019-10-24,635.3499755859375,2082.0,249.60000610351562,726.3499755859375,559.5250244140625,1659.199951171875,608.6500244140625,1491.5999755859375,927.4000244140625,1432.25
2019-10-25,637.4500122070312,2124.949951171875,253.0,720.9500122070312,567.0250244140625,1673.0999755859375,602.5499877929688,1505.1500244140625,944.75,1425.0
2019-10-27,648.8499755859375,2115.699951171875,253.64999389648438,726.75,565.25,1668.300048828125,599.4000244140625,1506.0999755859375,937.1500244140625,1434.4000244140625
