,M&M.NS,MARUTI.NS,TATAMOTORS.NS,BAJAJ-AUTO.NS,EICHERMOT.NS,HEROMOTOCO.NS,TIINDIA.NS,TVSMOTOR.NS,ASHOKLEY.NS,BHARATFORG.NS
2019-10-24,581.0499877929688,7391.39990234375,133.5,3167.85009765625,2103.235107421875,2696.0,370.45001220703125,459.3500061035156,75.8499984741211,451.20001220703125
2019-10-25,577.7000122070312,7471.14990234375,126.8499984741211,3129.64990234375,2132.175048828125,2657.550048828125,371.79998779296875,464.95001220703125,74.69999694824219,451.79998779296875
2019-10-27,591.5,7422.10009765625,147.6999969482422,3143.35009765625,2132.364990234375,2668.89990234375,374.5,464.8999938964844,75.8499984741211,452.95001220703125
2019-10-29,611.7999877929688,7721.2998046875,172.4499969482422,3180.75,2204.93994140625,2701.550048828125,372.1499938964844,479.04998779296875,79.25,463.3999938964844
2019-10-30,616.5499877929688,7556.9501953125,171.89999389648438,3222.89990234375,2251.14990234375,2684.5,369.70001220703125,494.8500061035156,78.19999694824219,456.0
2019-10-31,606.4500122070312,7559.39990234375,177.6999969482422,3247.35009765625,2253.81005859375,2704.199951171875,398.3999938964844,486.6499938964844,76.75,453.8500061035156
2019-11-01,589.75,7618.64990234375,175.0500030517578,3232.64990234375,2197.614990234375,2707.14990234375,425.1000061035156,469.25,75.94999694824219,458.75
2019-11-04,586.4000244140625,7424.0,172.1999969482422,3212.050048828125,2174.070068359375,2643.5,436.5,455.6499938964844,75.19999694824219,461.5
2019-11-05,580.1500244140625,7389.0,172.0,3246.300048828125,2128.715087890625,2665.0,446.3999938964844,458.8500061035156,74.94999694824219,464.54998779296875
2019-11-06,579.7999877929688,7311.14990234375,174.5,3248.300048828125,2160.554931640625,2678.35009765625,445.6499938964844,460.70001220703125,76.80000305175781,464.3500061035156
2019-11-07,580.3499755859375,7287.14990234375,171.5,3265.85009765625,2142.39501953125,2660.85009765625,449.20001220703125,449.29998779296875,76.69999694824219,469.1499938964844
2019-11-08,580.0,7200.5498046875,169.0500030517578,3245.550048828125,2168.965087890625,2646.949951171875,438.45001220703125,452.3999938964844,76.55000305175781,426.6499938964844
2019-11-11,575.0,7137.2998046875,172.0,3237.35009765625,2137.68994140625,2594.0,441.95001220703125,446.29998779296875,79.19999694824219,436.0
2019-11-13,574.7000122070312,7154.60009765625,170.60000610351562,3206.0,2135.219970703125,2589.10009765625,445.45001220703125,459.79998779296875,80.5999984741211,428.29998779296875
2019-11-14,578.4500122070312,7247.14990234375,167.0500030517578,3233.300048828125,2155.81494140625,2591.64990234375,445.1000061035156,448.29998779296875,79.0,436.45001220703125
2019-11-15,583.0499877929688,7147.2001953125,168.5500030517578,3215.35009765625,2132.405029296875,2543.199951171875,449.0,451.79998779296875,79.5,439.79998779296875
2019-11-18,573.7000122070312,7098.4501953125,170.10000610351562,3156.89990234375,2147.739990234375,2502.89990234375,443.75,451.79998779296875,82.1500015258789,448.20001220703125
2019-11-19,560.6500244140625,7045.4501953125,167.75,3161.050048828125,2174.735107421875,2468.949951171875,448.1000061035156,447.8500061035156,82.0,454.75
2019-11-20,560.4500122070312,7152.75,167.39999389648438,3162.39990234375,2148.97998046875,2470.5,453.8999938964844,448.04998779296875,83.0,458.25
2019-11-21,551.7999877929688,7019.0498046875,164.14999389648438,3188.35009765625,2195.4599609375,2443.449951171875,451.20001220703125,448.3999938964844,82.5,450.04998779296875
2019-11-22,546.0,7060.4501953125,162.35000610351562,3152.35009765625,2275.320068359375,2441.60009765625,451.75,442.95001220703125,81.3499984741211,450.6000061035156
2019-11-25,547.7999877929688,7236.10009765625,166.10000610351562,3195.64990234375,2326.1298828125,2479.0,459.8999938964844,455.5,83.3499984741211,448.29998779296875
2019-11-26,538.5999755859375,7125.0,163.39999389648438,3178.14990234375,2280.570068359375,2494.60009765625,458.70001220703125,453.0,80.80000305175781,454.54998779296875
2019-11-27,539.9500122070312,7294.39990234375,165.89999389648438,3212.050048828125,2302.1650390625,2523.25,451.5,472.1000061035156,81.80000305175781,468.45001220703125
2019-11-28,541.9500122070312,7261.25,164.8000030517578,3196.39990234375,2309.159912109375,2466.300048828125,454.8500061035156,487.79998779296875,81.44999694824219,468.04998779296875
2019-11-29,530.5499877929688,7245.85009765625,161.5,3176.0,2288.139892578125,2433.550048828125,470.6499938964844,477.25,79.1500015258789,464.3999938964844
2019-12-02,534.1500244140625,7139.35009765625,161.0500030517578,3159.25,2171.31005859375,2406.949951171875,488.95001220703125,467.75,79.5999984741211,466.8500061035156
2019-12-03,522.9000244140625,7138.7998046875,158.1999969482422,3259.75,2137.27490234375,2422.39990234375,489.6499938964844,455.3500061035156,77.69999694824219,448.3999938964844
2019-12-04,525.5499877929688,7076.10009765625,169.39999389648438,3251.14990234375,2140.800048828125,2439.0,486.04998779296875,451.54998779296875,77.55000305175781,444.79998779296875
2019-12-05,524.75,7012.85009765625,166.10000610351562,3243.10009765625,2141.705078125,2396.60009765625,477.70001220703125,452.20001220703125,76.44999694824219,442.3500061035156
2019-12-06,510.20001220703125,6886.7001953125,161.5,3206.10009765625,2092.0,2362.199951171875,477.1000061035156,444.1499938964844,76.5,441.6000061035156
2019-12-09,513.6500244140625,6994.75,160.5,3225.550048828125,2099.715087890625,2381.75,469.75,440.20001220703125,77.3499984741211,445.20001220703125
2019-12-10,505.75,6963.64990234375,159.6999969482422,3232.5,2125.919921875,2330.0,482.6499938964844,436.1000061035156,76.8499984741211,439.6499938964844
2019-12-11,507.75,6993.2001953125,161.8000030517578,3268.64990234375,2154.179931640625,2296.300048828125,478.04998779296875,439.3500061035156,76.5,439.5
2019-12-12,511.8999938964844,6999.7998046875,173.35000610351562,3261.449951171875,2195.35498046875,2334.050048828125,473.29998779296875,444.1000061035156,78.5,448.5
2019-12-13,516.2000122070312,7214.9501953125,176.6999969482422,3232.89990234375,2203.47509765625,2338.14990234375,481.6000061035156,457.29998779296875,80.94999694824219,464.5
2019-12-16,508.8500061035156,7140.0498046875,174.9499969482422,3220.39990234375,2165.10009765625,2308.449951171875,475.20001220703125,449.04998779296875,79.44999694824219,470.8999938964844
2019-12-17,505.8500061035156,7195.14990234375,180.1999969482422,3199.10009765625,2170.4951171875,2304.949951171875,478.3999938964844,451.3999938964844,80.5,485.6000061035156
2019-12-18,522.6500244140625,7240.64990234375,174.8000030517578,3213.64990234375,2173.5849609375,2311.949951171875,473.20001220703125,445.54998779296875,79.9000015258789,496.3999938964844
2019-12-19,535.4000244140625,7240.64990234375,179.14999389648438,3218.39990234375,2242.715087890625,2363.699951171875,483.8999938964844,456.45001220703125,81.0,494.20001220703125
2019-12-20,530.5999755859375,7261.5,175.9499969482422,3203.75,2222.114990234375,2393.199951171875,492.5,461.1000061035156,80.4000015258789,492.1499938964844
2019-12-23,525.9000244140625,7360.89990234375,176.0500030517578,3219.5,2217.614990234375,2420.10009765625,498.45001220703125,466.6000061035156,80.3499984741211,500.5
2019-12-24,527.5,7327.7998046875,175.5,3226.75,2186.864990234375,2432.64990234375,488.1000061035156,464.54998779296875,79.9000015258789,486.20001220703125
2019-12-26,528.3499755859375,7240.89990234375,174.60000610351562,3230.050048828125,2204.570068359375,2438.64990234375,488.3999938964844,459.8999938964844,79.44999694824219,492.20001220703125
2019-12-27,530.1500244140625,7344.89990234375,176.14999389648438,3241.949951171875,2222.235107421875,2442.449951171875,486.70001220703125,464.6000061035156,79.69999694824219,488.75
2019-12-30,536.9000244140625,7416.25,183.6999969482422,3251.949951171875,2278.449951171875,2479.050048828125,488.6000061035156,478.3999938964844,81.80000305175781,491.5
2019-12-31,531.5499877929688,7368.60009765625,185.14999389648438,3185.0,2251.52490234375,2443.050048828125,481.6000061035156,468.45001220703125,81.5,483.1499938964844
2020-01-01,536.5999755859375,7311.7001953125,184.4499969482422,3150.10009765625,2207.580078125,2432.550048828125,490.54998779296875,468.6000061035156,81.05000305175781,485.1499938964844
2020-01-02,539.8499755859375,7329.85009765625,193.75,3121.0,2160.0849609375,2429.449951171875,495.6499938964844,459.3500061035156,84.0,491.1000061035156
