,SUNPHARMA.NS,DRREDDY.NS,CIPLA.NS,APOLLOHOSP.NS,DIVISLAB.NS,MAXHEALTH.NS,LUPIN.NS,AUROPHARMA.NS,ALKEM.NS,TORNTPHARM.NS
2019-07-01,405.3500061035156,2654.85009765625,555.7999877929688,1370.699951171875,1610.199951171875,,772.1500244140625,615.3499755859375,1676.25,776.2000122070312
2019-07-02,395.54998779296875,2627.64990234375,555.3499755859375,1356.050048828125,1617.25,,761.0,610.9000244140625,1710.75,776.0999755859375
2019-07-03,395.70001220703125,2596.699951171875,553.25,1341.5999755859375,1630.5999755859375,,752.7000122070312,596.2000122070312,1716.8499755859375,776.4249877929688
2019-07-04,392.1000061035156,2602.39990234375,551.5499877929688,1325.449951171875,1619.800048828125,,754.3499755859375,605.0999755859375,1726.4000244140625,772.5750122070312
2019-07-05,375.25,2600.949951171875,550.0,1306.6500244140625,1610.800048828125,,735.7000122070312,597.2000122070312,1737.4000244140625,762.5750122070312
2019-07-08,366.79998779296875,2595.699951171875,538.4500122070312,1303.25,1575.6500244140625,,734.0999755859375,586.7999877929688,1772.0,763.9749755859375
2019-07-09,386.3999938964844,2598.85009765625,548.7999877929688,1328.6500244140625,1605.0999755859375,,751.0499877929688,603.7999877929688,1772.949951171875,773.125
2019-07-10,392.20001220703125,2584.64990234375,544.9500122070312,1318.1500244140625,1623.449951171875,,760.1500244140625,597.0999755859375,1776.0999755859375,774.7000122070312
2019-07-11,398.1499938964844,2653.050048828125,552.4000244140625,1315.300048828125,1608.6500244140625,,753.6500244140625,605.2999877929688,1794.199951171875,774.625
2019-07-12,407.70001220703125,2628.60009765625,556.7999877929688,1363.25,1613.1500244140625,,761.75,595.75,1800.8499755859375,778.25
2019-07-15,422.95001220703125,2627.60009765625,550.5499877929688,1385.699951171875,1614.4000244140625,,765.0,575.5999755859375,1769.699951171875,775.2000122070312
